City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
96,dikson,73.5069,80.5464,-27.3,100,96,3.29,RU,1680212312
97,mweka,-4.85,21.5667,19.95,100,100,0.79,CD,1680212312
98,butaritari,3.0707,172.7902,27.8,78,79,5.41,KI,1680212313
99,fairhope,30.523,-87.9033,25.25,52,0,5.66,US,1680212309
100,paramonga,-10.6667,-77.8333,25.76,76,74,3.7,PE,1680212313
101,khatanga,71.9667,102.5,-25.57,97,98,3.92,RU,1680212314
102,santa vitoria do palmar,-33.5189,-53.3681,19.94,93,100,4.5,BR,1680212201
103,nikolskoye,59.7035,30.7861,-2.06,97,78,1.87,RU,1680212314
104,gamba,-2.65,10.0,25.19,86,100,2.45,GA,1680212314
105,vestmannaeyjar,63.4427,-20.2734,5.66,88,100,4.69,IS,1680212251
106,igarka,67.4667,86.5833,-25.08,97,46,4.85,RU,1680212315
107,victoria,22.2855,114.1577,21.25,93,100,0.89,HK,1680212039
108,alpena,45.0617,-83.4327,6.18,28,0,4.63,US,1680212316
109,te anau,-45.4167,167.7167,10.56,69,83,0.22,NZ,1680212316
110,tautira,-17.7333,-149.15,26.73,75,91,2.02,PF,1680212177
111,kamenka,51.3223,42.7678,1.47,75,53,6.23,RU,1680212317
112,arusha,-3.3667,36.6833,18.4,77,64,1.61,TZ,1680212318
113,saint-augustin,51.226,-58.6502,-0.84,84,80,3.26,CA,1680212319
114,qaanaaq,77.484,-69.3632,-23.62,67,21,2.12,GL,1680212319
115,saldanha,-33.0117,17.9442,16.03,82,36,9.69,ZA,1680212160
116,cape town,-33.9258,18.4232,17.29,79,20,7.2,ZA,1680212065
117,coruripe,-10.1256,-36.1756,25.5,81,5,4.09,BR,1680211987
118,castro,-24.7911,-50.0119,19.14,87,36,1.48,BR,1680212320
119,aberdeen,57.1437,-2.0981,9.81,90,12,3.6,GB,1680211723
120,nemuro,43.3236,145.575,3.47,89,100,8.63,JP,1680212321
121,alihe,50.5667,123.7167,1.25,78,4,0.8,CN,1680212321
122,amol,36.4696,52.3507,12.33,86,68,5.14,IR,1680212322
123,humaita,-7.5061,-63.0208,25.27,93,72,1.03,BR,1680212322
124,hobart,-42.8794,147.3294,13.48,83,75,2.57,AU,1680212274
125,alta floresta,-9.8756,-56.0861,24.2,89,97,1.62,BR,1680212323
126,sao filipe,14.8961,-24.4956,23.67,76,28,2.35,CV,1680212323
127,magadan,59.5667,150.8,-4.85,79,100,2.13,RU,1680212324
128,madingou,-4.1536,13.55,21.86,97,100,0.81,CG,1680212325
129,quatre cocos,-20.2078,57.7625,27.06,85,47,5.51,MU,1680212203
130,frolovo,49.7713,43.6622,1.33,76,91,9.18,RU,1680212325
131,kahului,20.8947,-156.47,29.01,69,40,4.63,US,1680212326
132,olafsvik,64.8945,-23.7142,2.86,81,72,5.99,IS,1680212222
133,longyearbyen,78.2186,15.6401,-5.09,74,75,2.06,SJ,1680212326
134,patos,-7.0244,-37.28,27.1,66,82,2.42,BR,1680212156
135,plettenberg bay,-34.0527,23.3716,14.84,87,4,2.21,ZA,1680212327
136,hermanus,-34.4187,19.2345,13.22,83,51,2.53,ZA,1680212327
137,praia da vitoria,38.7333,-27.0667,16.14,94,20,0.25,PT,1680212328
138,cap malheureux,-19.9842,57.6142,26.93,79,15,2.24,MU,1680212329
139,bambous virieux,-20.3428,57.7575,27.14,89,40,5.14,MU,1680212329
140,junction city,39.0286,-96.8314,21.89,63,100,10.8,US,1680212330
141,broome,42.2506,-75.833,5.39,47,0,4.12,US,1680212330
142,joshimath,30.5667,79.5667,10.92,65,100,2.26,IN,1680212330
143,nuevo laredo,27.4763,-99.5164,23.15,73,100,6.69,MX,1680211770
144,guanay,-15.4975,-67.8797,25.59,89,78,0.74,BO,1680212331
145,torbay,47.6666,-52.7314,0.77,75,20,4.12,CA,1680212146
146,kameoka,35.0,135.5833,12.6,59,100,0.76,JP,1680212332
147,araouane,18.9048,-3.5265,27.01,8,0,4.99,ML,1680212332
148,saint-francois,46.4154,3.9054,13.87,68,0,2.06,FR,1680212333
149,passagem franca,-6.1797,-43.7836,25.9,75,94,1.19,BR,1680212333
150,harsud,22.1,76.7333,26.43,42,88,2.02,IN,1680212334
151,mangan,27.5167,88.5333,16.4,67,86,1.94,IN,1680212334
152,plouzane,48.3833,-4.6167,12.18,87,100,15.95,FR,1680212335
153,lorengau,-2.0226,147.2712,26.76,79,98,1.27,PG,1680212336
154,mata,40.683,-7.4592,10.9,92,87,4.86,PT,1680212336
155,manjakandriana,-18.9167,47.8,15.83,99,100,1.3,MG,1680212337
156,kwinana,-32.25,115.7667,17.31,92,100,0.45,AU,1680212263
157,ipixuna,-1.7625,-48.8043,24.02,96,97,1.45,BR,1680212337
158,carballo,43.213,-8.691,16.12,84,100,6.01,ES,1680212338
159,lerwick,60.1545,-1.1494,7.0,92,100,5.22,GB,1680212338
160,mahebourg,-20.4081,57.7,27.16,89,40,5.14,MU,1680212339
161,kings mountain,35.2451,-81.3412,20.75,22,0,1.54,US,1680212339
162,kawalu,-7.3817,108.2082,22.34,92,99,0.86,ID,1680212339
163,creel,27.75,-107.6333,15.67,20,78,10.09,MX,1680212340
164,saint-philippe,-21.3585,55.7679,25.77,85,70,4.47,RE,1680212157
165,asau,46.4333,26.4,3.51,62,82,2.86,RO,1680212340
166,jamestown,42.097,-79.2353,6.12,43,0,2.68,US,1680212341
167,amapa,1.0,-52.0,23.21,96,69,0.39,BR,1680212341
168,ushtobe,45.2514,77.9838,3.04,49,1,8.34,KZ,1680212341
169,belmonte,-15.8631,-38.8828,25.08,75,0,3.26,BR,1680212186
170,henderson,36.0397,-114.9819,14.55,38,75,5.14,US,1680212334
171,padang,-0.9492,100.3543,24.62,81,100,1.08,ID,1680212342
172,bonavista,48.6499,-53.1147,-1.25,85,28,4.24,CA,1680212343
173,jinka,5.65,36.65,18.04,79,75,1.41,ET,1680212343
174,tasiilaq,65.6145,-37.6368,-4.91,96,100,3.3,GL,1680212344
175,pedernales,18.0384,-71.744,27.63,63,1,0.6,DO,1680212344
176,ancud,-41.8697,-73.8203,10.87,66,87,1.86,CL,1680212345
177,evensk,61.95,159.2333,-12.27,90,100,1.21,RU,1680212345
178,kyzyl-suu,42.3414,78.0056,5.25,81,91,1.91,KG,1680212345
179,najran,17.4924,44.1277,23.36,48,23,1.96,SA,1680212346
180,inhambane,-23.865,35.3833,22.42,83,5,1.98,MZ,1680212346
181,bardiyah,31.7561,25.0865,13.68,64,0,5.02,LY,1680212347
182,cockburn town,21.4612,-71.1419,25.63,71,1,5.51,TC,1680212281
183,vila velha,-20.3297,-40.2925,26.97,74,0,5.66,BR,1680212348
184,samaro,25.2815,69.3965,23.88,68,7,5.08,PK,1680212349
185,ilo,-17.6394,-71.3375,25.48,69,0,7.2,PE,1680212349
186,bacalar,18.6667,-88.3833,30.06,62,40,5.66,MX,1680212350
187,gazojak,41.1875,61.4036,20.95,32,1,4.79,TM,1680212350
188,tongliao,43.6125,122.2653,7.97,39,1,2.56,CN,1680212351
189,pacific grove,36.6177,-121.9166,14.66,67,40,5.66,US,1680212140
190,dandong,40.1292,124.3947,6.12,68,0,0.84,CN,1680212352
191,turan,16.0678,108.2208,23.99,88,75,0.51,VN,1680212353
192,coihaique,-45.5752,-72.0662,10.34,53,20,4.12,CL,1680212354
193,lubango,-14.9172,13.4925,17.92,94,100,1.03,AO,1680212354
194,codrington,-38.2667,141.9667,14.18,74,100,2.98,AU,1680212355
195,tukrah,32.5341,20.5791,11.93,68,0,1.65,LY,1680212355
196,chumikan,54.7183,135.315,-6.8,94,88,2.59,RU,1680212355
197,nortelandia,-14.4547,-56.8028,25.0,84,66,0.76,BR,1680212356
198,ghanzi,-21.5667,21.7833,23.36,41,31,4.04,BW,1680212356
199,tiksi,71.6872,128.8694,-30.51,100,100,2.74,RU,1680212357
200,namibe,-15.1961,12.1522,23.28,81,96,2.1,AO,1680212357
201,gweta,-20.1833,25.2333,23.58,54,51,3.01,BW,1680212357
202,nanortalik,60.1432,-45.2371,-5.67,83,3,2.33,GL,1680212358
203,synya,65.3718,58.0387,-1.0,68,100,6.35,RU,1680212358
204,novooleksiyivka,46.2269,34.6428,3.72,71,100,8.33,UA,1680212359
205,arnes,60.1211,11.4663,-0.51,97,100,1.78,NO,1680212359
206,upernavik,72.7868,-56.1549,-28.11,93,37,2.93,GL,1680212360
207,port elizabeth,-33.918,25.5701,17.16,81,0,5.14,ZA,1680212360
208,hithadhoo,-0.6,73.0833,27.86,76,12,4.11,MV,1680212361
209,lexington,37.9887,-84.4777,19.07,27,0,3.6,US,1680212296
210,pacifica,37.6138,-122.4869,15.78,70,75,5.66,US,1680212231
211,shatrovo,56.5167,64.6333,-6.8,86,8,3.09,RU,1680212362
212,ormara,25.2088,64.6357,24.9,74,24,6.95,PK,1680212363
213,barcelos,41.5388,-8.6151,16.58,94,100,4.71,PT,1680212270
214,geraldton,-28.7667,114.6,19.23,94,40,2.57,AU,1680212156
215,makakilo city,21.3469,-158.0858,27.47,67,0,7.2,US,1680212157
216,palmer,42.1584,-72.3287,4.87,26,20,6.17,US,1680212364
217,batagay-alyta,67.8006,130.4114,-19.68,98,100,1.99,RU,1680212364
218,fort william,56.8165,-5.1121,8.5,94,86,1.69,GB,1680212365
219,henties bay,-22.116,14.2845,14.37,94,8,1.18,NA,1680212225
220,soe,-9.8607,124.284,18.69,96,100,1.56,ID,1680212365
221,kavaratti,10.5669,72.642,27.04,71,39,3.39,IN,1680212366
222,lebu,-37.6167,-73.65,13.77,75,50,7.47,CL,1680212366
223,manggar,-2.8833,108.2667,23.49,93,100,4.05,ID,1680212367
224,shimoda,34.6667,138.95,14.8,66,100,0.67,JP,1680212253
225,muli,2.9167,73.5667,27.68,76,15,3.45,MV,1680212368
226,borogontsy,62.6683,131.1683,-4.0,86,93,4.61,RU,1680212368
227,lambarene,-0.7001,10.2406,23.56,90,100,0.81,GA,1680212368
228,souillac,-20.5167,57.5167,27.21,89,40,5.14,MU,1680212369
229,san andres,12.5847,-81.7006,30.01,58,20,6.69,CO,1680212240
230,tura,25.5198,90.2201,17.97,83,14,1.34,IN,1680212219
231,sao jose da coroa grande,-8.8978,-35.1478,25.4,80,5,2.89,BR,1680212370
232,brewster,41.3973,-73.6171,7.0,31,0,5.66,US,1680212370
233,wewak,-3.5534,143.6268,25.22,89,100,1.53,PG,1680212370
234,ono,34.85,134.9333,12.85,60,100,0.54,JP,1680212371
235,uppsala,60.0,17.75,-2.27,86,75,2.57,SE,1680212115
236,atikokan,48.7555,-91.6216,0.39,61,42,3.45,CA,1680212371
237,marienburg,54.0359,19.0266,10.49,98,100,3.25,PL,1680212275
238,mattru,7.6244,-11.8332,25.34,83,69,1.53,SL,1680212372
239,ajdabiya,30.7554,20.2263,13.72,55,0,4.07,LY,1680212372
240,qasigiannguit,68.8193,-51.1922,-14.86,91,3,0.91,GL,1680212213
241,seoul,37.5683,126.9778,4.69,79,0,1.54,KR,1680212106
242,thompson,55.7435,-97.8558,-7.91,41,20,5.14,CA,1680212374
243,bolu,40.6667,31.5833,-8.19,92,74,1.06,TR,1680212374
244,iquique,-20.2208,-70.1431,24.02,84,40,2.78,CL,1680212038
245,alekseyevka,50.6309,38.6903,3.27,93,100,9.36,RU,1680212375
246,sayat,38.7839,63.8803,15.93,32,0,2.47,TM,1680212375
247,kurumkan,54.3,110.3,0.79,87,37,1.78,RU,1680212376
248,ketchikan,55.3422,-131.6461,6.26,75,100,4.12,US,1680212297
249,kedrovyy,56.1667,91.8167,-11.74,97,96,2.46,RU,1680212377
250,bingerville,5.3584,-3.8869,27.52,89,20,3.6,CI,1680212377
251,wajima,37.4,136.9,11.38,63,99,4.13,JP,1680212378
252,lysyanka,49.2523,30.8295,1.18,67,26,1.32,UA,1680212378
253,itarema,-2.9248,-39.9167,25.72,82,30,3.99,BR,1680212234
254,chicama,-7.8447,-79.1469,27.3,65,76,4.0,PE,1680212380
255,mayo,38.8876,-76.5119,12.86,37,0,4.12,US,1680212380
256,venkatagiri,13.9667,79.5833,26.5,66,99,2.19,IN,1680212381
257,juba,4.8517,31.5825,25.45,68,98,2.22,SS,1680212299
258,vardo,70.3705,31.1107,-7.01,93,20,7.72,NO,1680212381
259,constitucion,-35.3333,-72.4167,17.62,51,75,7.3,CL,1680212382
260,tateyama,34.9833,139.8667,15.4,76,100,2.39,JP,1680212382
261,san isidro,-12.1167,-77.05,27.77,61,0,6.17,PE,1680212383
262,dzhebariki-khaya,62.2167,135.8,0.0,92,100,7.97,RU,1680212383
263,iqaluit,63.7506,-68.5145,-16.15,77,20,0.0,CA,1680212383
264,broadstairs,51.3591,1.4394,11.0,85,100,2.24,GB,1680212384
265,scortaru nou,45.3167,27.6,6.26,40,11,5.42,RO,1680212384
266,jieshi,22.8134,115.8257,20.09,87,100,5.7,CN,1680212384
267,havre-saint-pierre,50.2334,-63.5986,0.2,86,100,6.69,CA,1680212385
268,cravo norte,6.3017,-70.2041,35.15,29,100,2.61,CO,1680212385
269,khani,41.9563,42.9566,-1.24,96,100,1.28,GE,1680212386
270,natal,-5.795,-35.2094,26.36,83,75,3.09,BR,1680211927
271,labuhan,-6.8844,112.2051,25.53,86,100,2.86,ID,1680212387
272,arbroath,56.5632,-2.5874,8.96,90,55,1.6,GB,1680212387
273,isangel,-19.55,169.2667,27.06,89,75,0.0,VU,1680212203
274,san carlos de bariloche,-41.1456,-71.3082,11.86,30,40,7.72,AR,1680212223
275,micheweni,-4.9667,39.8333,27.17,78,3,3.06,TZ,1680212388
276,sao felix do xingu,-6.6447,-51.995,23.64,95,59,0.76,BR,1680212388
277,narsaq,60.9167,-46.05,0.12,81,0,1.79,GL,1680212389
278,rabo de peixe,37.8,-25.5833,15.73,100,75,4.12,PT,1680212389
279,mayor pablo lagerenza,-19.9309,-60.7718,30.53,52,99,3.56,PY,1680212390
280,dzilam gonzalez,21.2833,-88.9333,31.0,49,6,6.32,MX,1680212390
281,faanui,-16.4833,-151.75,27.96,73,100,4.5,PF,1680212158
282,pyapon,16.2833,95.6833,23.32,84,27,3.8,MM,1680212391
283,corinto,37.9407,22.9573,11.05,61,3,2.2,GR,1680212391
284,paamiut,61.994,-49.6678,-8.19,78,9,5.78,GL,1680212198
285,agadez,19.75,10.25,23.25,13,1,5.23,NE,1680212392
286,kloulklubed,7.0419,134.2556,28.35,70,61,2.05,PW,1680212392
287,kodiak,57.79,-152.4072,2.73,87,100,7.2,US,1680212393
288,roma,43.2128,-75.4557,2.27,45,0,6.17,US,1680212393
289,sept-iles,50.2001,-66.3821,-0.53,93,100,3.6,CA,1680212106
290,jiayuguan,39.8167,98.3,8.8,12,7,3.62,CN,1680212394
291,longjiang,47.3303,123.1836,6.35,52,0,1.94,CN,1680212394
292,amherst,41.3978,-82.2224,10.82,46,0,4.12,US,1680212224
293,pemangkat,1.1667,108.9667,25.3,87,99,1.31,ID,1680212395
294,sur,22.5667,59.5289,24.31,50,0,4.26,OM,1680212395
295,esperance,-33.8667,121.9,14.58,82,18,4.67,AU,1680212396
296,laguna,38.421,-121.4238,15.72,59,40,2.24,US,1680212179
297,galatas,37.4962,23.4489,11.04,58,4,1.73,GR,1680212397
298,burns lake,54.2331,-125.7533,7.68,71,85,2.48,CA,1680212397
299,port lincoln,-34.7333,135.8667,15.92,78,69,2.76,AU,1680212375
300,herat,34.5,62.0,15.79,46,0,1.05,AF,1680212221
301,hede,33.7681,120.2517,6.95,56,36,1.8,CN,1680212398
302,ust-tsilma,65.441,52.1498,1.4,89,100,5.22,RU,1680212399
303,juneau,58.3019,-134.4197,6.0,82,100,7.72,US,1680212383
304,vinh,18.6667,105.6667,22.01,94,100,1.39,VN,1680212244
305,hasaki,35.7333,140.8333,10.16,73,97,3.98,JP,1680212400
306,tumut,-35.3,148.2167,11.34,83,2,0.17,AU,1680212402
307,richards bay,-28.783,32.0377,19.04,94,100,2.73,ZA,1680212402
308,akureyri,65.6835,-18.0878,3.96,70,100,4.12,IS,1680212403
309,east london,-33.0153,27.9116,17.22,79,15,5.06,ZA,1680212284
310,broken hill,-31.95,141.4333,15.87,55,100,3.56,AU,1680212405
311,fujin,47.26,132.0322,1.94,44,0,2.44,CN,1680212405
312,salalah,17.0151,54.0924,27.05,61,0,2.06,OM,1680212406
313,dumas,35.8656,-101.9732,25.34,18,0,13.38,US,1680212406
314,leningradskiy,69.3833,178.4167,-18.11,91,14,2.75,RU,1680212144
315,kaukauna,44.278,-88.272,4.76,60,100,4.47,US,1680212297
316,lompoc,34.6391,-120.4579,16.5,65,20,7.2,US,1680212252
317,unguia,8.0434,-77.0945,30.01,79,46,2.8,CO,1680212408
318,campo largo,-25.4586,-49.5283,24.79,79,48,2.09,BR,1680212409
319,yuli,9.6989,10.2744,28.19,11,4,2.32,NG,1680212410
320,mogadishu,2.0371,45.3438,27.46,75,6,6.28,SO,1680212410
321,nador,35.174,-2.9287,24.14,31,0,6.69,MA,1680212411
322,alofi,-19.0595,-169.9187,28.94,79,40,3.09,NU,1680212145
323,kismayo,-0.3582,42.5454,27.52,74,95,5.82,SO,1680212411
324,kalabo,-14.97,22.6814,20.02,88,98,1.37,ZM,1680212412
325,port blair,11.6667,92.75,26.01,80,37,1.57,IN,1680212186
326,sosnovka,56.255,51.2842,1.03,75,98,5.13,RU,1680212413
327,lodja,-3.4833,23.4333,20.27,97,100,0.7,CD,1680212413
328,aras,42.5617,-2.356,17.07,58,0,0.51,ES,1680212414
329,bengkulu,-3.8004,102.2655,22.98,88,100,1.72,ID,1680212415
330,puno,-15.8333,-70.0333,10.46,62,30,4.73,PE,1680212415
331,altay,47.8667,88.1167,-1.38,90,48,1.12,CN,1680212416
332,yulara,-25.2406,130.9889,20.4,50,82,6.69,AU,1680212416
333,porto novo,6.4965,2.6036,28.9,81,100,3.01,BJ,1680212416
334,abu dhabi,24.4667,54.3667,24.97,67,0,1.03,AE,1680211954
335,klamath falls,42.2249,-121.7817,6.38,55,75,5.14,US,1680212270
336,ivdel,60.6911,60.4206,-3.58,94,81,3.76,RU,1680212417
337,naryan-mar,67.6713,53.087,-1.13,95,100,8.63,RU,1680212418
338,uruguaiana,-29.7547,-57.0883,29.96,66,0,1.54,BR,1680212418
